date ,p_value,t_peak, m_slope,t_slope,pts_f,mean_f,var_f,pts_d,mean_d,var_d ,,
17-Oct-09,19.8,1:45,14.5,0:35,77,9.3,14.3,285,10.6,29.8
18-Oct-09,15.7,0:30,12.3,1:25,70,0.3,4.8,233,7.7,45.4
19-Oct-09,16.7,0:50,16.7,0:50,57,-1.6,16.3,184,5.5,35.5
20-Oct-09,12.7,2:30,10.7,1:20,67,-0.1,18.2,212,7,35.2
21-Oct-09,21.2,1:45,8,23:35,56,2.9,14.9,226,9.4,48.5
22-Oct-09,38.7,2:00,34.8,2:20,87,17.7,162.4,278,19.9,143.9
23-Oct-09,19.5,0:50,9.3,0:30,77,8.3,16.3,284,11.2,58.9
24-Oct-09,23.5,0:10,23.5,0:10,70,1.9,11.1,228,7.7,37.7
25-Oct-09,20.2,0:40,20.2,0:40,42,-0.3,20.7,200,7.7,40.7
26-Oct-09,16.5,0:40,16.5,0:40,48,-3.6,5,256,13,201.5
27-Oct-09,16,2:50,8.5,0:50,69,16.4,74.4,239,12.1,63.1
28-Oct-09,17.8,0:35,17.8,0:35,51,-0.4,9.1,194,6.4,30.1
29-Oct-09,15.5,1:50,12.3,1:00,68,-0.4,39.7,241,3.4,41.6
30-Oct-09,16.7,0:55,16.7,0:55,21,-4.2,12.7,182,5.5,37.5
31-Oct-09,13,2:45,5.5,0:40,72,2.8,18.9,259,4.8,23.3
1-Nov-09,15.2,0:15,15.2,0:15,70,0.2,10.5,244,4.3,33.2
2-Nov-09,11,1:20,10.2,1:10,67,0.9,18.3,222,3.4,26.4
3-Nov-09,10.2,1:40,6.3,0:50,68,0.2,17.3,274,6.1,41.2
4-Nov-09,17.2,2:25,8.5,0:45,69,1.8,20.7,263,5.9,52.7
5-Nov-09,14,2:25,7.7,0:30,74,-0.6,12.9,282,4,40.2
6-Nov-09,15.5,2:55,11.8,0:45,60,0.9,12.1,224,6.4,37.7
7-Nov-09,16.2,0:50,12.2,0:35,71,0,14.4,213,5.5,52.6
8-Nov-09,15.7,0:20,11.7,0:40,64,-1.2,12.2,219,6.5,103.1
9-Nov-09,26.8,23:30,11.2,2:35,38,19.6,274.8,247,6.6,95.3
10-Nov-09,16.7,2:15,15.3,23:55,70,7.4,22.7,267,12.1,23.1
11-Nov-09,14.5,2:30,14.2,0:00,72,6.8,13.6,288,8.7,21.9
